ID,ra,dec
261590727,349.963350401239,-72.6032550391239
261590913,350.044074250107,-72.0457093673306
261590972,350.289681103217,-72.002343612225
261591337,350.142895358451,-73.1667968173412
261591454,350.291766107464,-73.5018375991044
469914800,350.40839520965,-48.6477399069943
469915052,350.51976323323,-49.8377510659295
469915061,350.421665474526,-49.8661133807713
469915384,350.518417282688,-51.3113865161897
469915573,350.506046705522,-52.1738404212038
469915637,350.473669202227,-52.4362964403046
469915705,350.471297779306,-52.700664585266
469915709,350.480844994483,-52.7096823206669
469915751,350.398813830134,-52.8668834491519
469915777,350.510189728155,-53.0238405212999
469915794,350.440001870867,-53.0970536783285
469915829,350.47056522177,-53.2980255862335
469916259,350.702426354114,-52.7437583417609
469916397,350.626201305271,-52.1744818867864
8994725,355.042605262556,-8.55893980031856
8994792,355.129149540145,-8.97820210594679
33910355,355.759511094807,-29.8506535872796
33910400,355.848133373159,-29.5713343812616
33910464,355.883402680588,-29.1075978414398
33910638,355.832661761158,-28.0480927006377
9156629,351.512676239951,-22.7909419432467
92130099,355.392139650482,-16.5045653989165
9157141,351.645249028516,-22.6091805106069
9157255,351.660705405391,-22.1395049374413
9157289,351.667793553944,-22.0066329638004
9157425,351.611546476082,-21.2833592367362
9157729,351.696392035095,-19.7889240999915
9157765,351.606723234841,-19.6310566408709
9157900,351.609897915109,-18.9553713626103
92130550,355.301032250651,-14.2955439887413
92130686,355.305141661349,-13.5194151261043
92130728,355.345946540583,-13.2639842130747
92130823,355.38261287567,-12.7129630536477
92130847,355.331877135689,-12.5981170352095
92130989,355.489969399718,-11.8933838034103
9158113,351.684985106569,-18.0953659094893
9158119,351.696212818166,-18.0511091384001
9158355,351.754216034387,-18.9774955487918
9158575,351.778017486102,-20.0299222391378
250130042,356.171034004789,-2.82313436679651
250130212,356.216555140993,-2.07944648804901
250130259,356.215478730578,-1.85617676717241
250130404,356.210053579394,-1.22036836061734
327939711,358.833227186104,-14.6177467588899
144386468,357.284387714797,-46.332707209775
144386658,357.220862768689,-45.3700272204673
144386677,357.289129008945,-45.2352290027948
144386737,357.234813085855,-44.9914288059569
144386917,357.288305616888,-43.8856209635271
144387187,357.283314211,-42.4488340265976
144397694,357.462465595459,-43.8502017824792
144397825,357.453644379517,-44.5080940861141
144398184,357.489914375958,-46.471919494384
144398593,357.574390855155,-47.4031990929193
270267891,356.924996013916,-3.34711732351066
270268576,357.139332380004,-12.2384520358742
270268669,357.131656717745,-12.7385524230442
270268796,357.058208417593,-13.3552780788752
270268894,357.079419151099,-14.0487677261588
270269022,357.126247228332,-14.6315912927706
270269053,357.10020178794,-14.8375117613746
270269444,357.089954894106,-16.7643858681313
270269541,357.099999938577,-17.3897076106919
273568852,356.809805647424,-77.3803946011452
49621795,350.7485624731,-9.31966283746998
404225147,346.064720135979,-9.93379086100765
254300964,5.50125083241732,-19.4901612836553
254301202,5.51983817209863,-20.3881844300234
250113329,355.915430927729,-0.159922090777847
250113413,356.051120855383,-0.187867838887604
250113711,356.062500001321,-1.54123194007371
250113835,356.138027858625,-2.18006881261635
250114515,356.08305239866,-5.11128553484892
250129595,356.267251527057,-4.77878972760645
250129620,356.174854951995,-4.62253321731016
381915637,350.808557357977,-54.681345112244
9056702,350.115289372442,-22.8850047716901
317128910,348.989104399107,-81.3725561423078
5796048,348.932488941323,-12.3636462711484
5796376,348.931720631617,-14.0109563374345
381916482,350.833419443019,-58.7431001598266
27965513,358.692934226979,-21.7745113437705
441056242,359.522692727543,-17.3942610494068
183821464,358.42065579396,-35.9849658359292
139120870,320.11928236187,-42.71551373984
5795799,348.75706182624,-12.7356335746454
317129698,349.400022812329,-78.2650779241278
139121537,320.101410099201,-44.7537738250965
188620786,350.05245384276,-14.6916378594925
1848370469,297.460829835734,20.3437024149112
1871998843,297.791384934396,34.9635054232361
1884231688,291.268620416195,63.5886313032455
1914757900,291.064233397651,13.1962609747233
1884010455,292.971712395294,58.8109612451615
1884429109,293.871168518776,68.9789971580148
1883179821,295.127695191421,52.0380038293801
1883253662,293.838513297866,51.5278098480084
5634469,346.396317459167,-12.9604195797346
5639389,346.3957822683,-15.0820303923943
5640465,346.580766354105,-15.5385542894551
392814156,346.846726221874,-73.0210304448434
392814671,346.588739660886,-74.3885785812868
9056772,350.167588694117,-22.6300556794751
317129218,349.264872194316,-82.5572793552727
381915265,350.532291703356,-54.8499939026857
434098351,352.584997999646,-17.8010512597398
441056702,359.518888258667,-15.0661934462632
2733611,356.129919645808,-15.5194459102597
2733720,356.084231906745,-16.1809033169204
183984201,358.745248646969,-38.2524926512765
2759040,356.285582532339,-14.7020934058367
250114054,356.138455500534,-3.17786297817209
250114798,356.268083789793,-5.62067078722615
392815572,346.601565990914,-77.1491031673162
381916008,350.695690747524,-56.3860081650887
2733615,356.041603783666,-15.5280446033181
183984131,358.779039789563,-39.5959372691519
139120759,320.136732173141,-42.3733580592244
139120786,319.996998174238,-42.4638486840474
139121035,320.01056382541,-43.2670316903575
49619850,350.545758598543,-11.8289607329473
49619933,350.634656366559,-11.4279499546804
5634262,346.37760203554,-11.9469128636162
5634504,346.443312917218,-13.1316076529948
5634539,346.448739465286,-13.2967161718677
5634788,346.380144737064,-14.5752587314041
234994168,350.028570642454,-61.0958122434499
218977700,349.589667569938,-35.7311742600251
5639696,346.437429007924,-16.698408317549
5639743,346.488953660949,-16.8757311231255
5639749,346.489110889638,-16.9162865977512
5639872,346.421989662817,-17.5332693216418
5639889,346.462774890267,-17.6095800209876
5640107,346.50196198329,-17.1780427658362
5640115,346.504932022937,-17.1447270509737
5640278,346.51503866011,-16.4106786617475
5640600,346.522138262713,-14.8387488724521
5640608,346.577948651526,-14.8049333869338
5640627,346.612297619767,-14.7436779833207
218978340,349.68273804271,-32.8426962495535
392814185,346.884263344577,-73.1094686884128
392815744,346.660976803991,-77.7809259500906
404224831,346.114145312688,-11.685502889066
262827315,349.126423609561,-58.0665184248991
317129658,349.362091930733,-78.1526892475826
5795493,348.771472077774,-14.1390900249594
5795576,348.841639434171,-13.7718490455989
5795956,348.778433694514,-11.9286667498821
5796245,348.897627882953,-13.2664711933025
5796257,348.969483389326,-13.3664890997299
5796581,348.900711012205,-14.9690029903994
175376630,348.868345467291,-37.2679062141071
175391169,348.883575446476,-36.8937206714698
175391229,348.751965226251,-36.5920193060274
389728622,349.926057439697,-41.9496579703544
394598040,348.861244631536,-60.8141497437063
175392540,348.964532896722,-41.4256893018718
197957198,348.004261369448,-53.3219864873069
197957642,347.977914162223,-51.1133495986143
197957948,347.960877774683,-49.6275962890498
197958388,348.128069870188,-48.4588520869315
434097428,352.68368819252,-13.0184468675245
434097467,352.664279102865,-13.1508033324164
434097477,352.599183441584,-13.2188155943935
434097488,352.591602113585,-13.3029208186948
381914762,350.54645911798,-57.0866361521786
381914783,350.616263340014,-57.0115907764697
381915215,350.536259369922,-55.0620983069535
434097568,352.638349294048,-13.6953575800433
254300446,355.443781643349,-29.8196827070826
254300522,355.411334037613,-27.1291033622907
254300544,355.489035787994,-26.5356259086912
254300575,355.428422109441,-25.8455633491377
254300945,355.395695210862,-29.9303034421463
254301199,355.476712076324,-25.1397549448733
381915348,350.56239842015,-54.5000127102171
381915924,350.84370831751,-55.9367586877697
434097870,352.631629399946,-15.3433146779318
434097874,352.609543234954,-15.3664589903153
434098019,352.678440790995,-16.1982164231205
434098390,352.73510904852,-17.8744021516645
434098475,352.705657357025,-17.3704444220869
434098588,352.764292842992,-16.739509693387
381916505,350.871157115363,-58.8693163267231
66496132,355.896152016549,-23.0772454931866
27965592,358.645705097199,-22.1911390307322
441055890,359.453563438366,-16.6333260599222
441055973,359.497065531523,-16.9913308718869
441055984,359.401452839994,-17.0311679387934
441056181,359.602814194872,-17.7428479810257
441056230,359.538445329336,-17.451753890633
441056462,359.519865208858,-16.2358754537283
441056504,359.53767963799,-16.0157573310992
441056524,359.541635174343,-15.9290191881757
441056526,359.531086028763,-15.9071227481217
441056665,359.614763145417,-15.2566568657293
441056668,359.523547656824,-15.251853424099
27966199,358.788515529766,-22.4068368571368
27966302,358.835768818805,-21.8528080449617
183821379,358.459304744484,-37.4901213914224
183821737,358.376327486325,-37.7529742935435
2733075,356.107368940816,-12.3378928275089
2733126,356.126549176586,-12.6659571050393
2733163,356.062227416849,-12.955061717579
2733223,356.052114490986,-13.2985663750379
2733355,356.045064551593,-14.0685100275905
2733385,356.120619759099,-14.3194719355866
2733455,356.113389289152,-14.6778235936432
2733583,356.140265212293,-15.3489295337258
2733865,356.114012937682,-17.1574875784362
183821836,358.527272078985,-37.5218411728226
183822111,358.59926666452,-40.7475195728161
183984044,358.651036389653,-41.3215966904557
183984100,358.938250189438,-40.1583166228846
183984103,358.697415612923,-40.0533486396071
183984312,358.537931658126,-36.398478277657
2758641,356.18807364565,-16.9510307943106
2758767,356.274783307606,-16.2634612293468
2758880,356.23783002165,-15.5365939967496
2758962,356.212385021403,-15.12502395316
2758971,356.245727941738,-15.0796098834198
2759072,356.226579267964,-14.5032459465098
2759093,356.206302593429,-14.3554031277466
2759107,356.238461518569,-14.2648731840669
2759150,356.220031463193,-13.8901351093842
2759191,356.219943476519,-13.6192037391188
2759282,356.284658033022,-12.9968486291226
183984632,358.603425610067,-36.0577638374955
280793263,358.997196918931,-64.8086831902321
325490350,357.82499039188,-79.1075912177818
250112699,355.952228970216,-3.0806555759128
250112874,355.982154371716,-2.39638128289208
250113454,356.113002208053,-0.35236961374627
250114068,356.065564589706,-3.25610667206274
325491233,357.47884530613,-81.3545644843863
250114553,356.124793697635,-5.27493126281826
1908720210,295.615792741085,10.0159626883772
1883065810,294.80980369553,49.5221579076929
1880826450,295.097552698055,41.6342168396275
1907466310,296.903242023381,8.94082216954962
1884556726,296.756741782334,76.9084881664703
1883163287,295.04523087742,51.5464340204254
1917734879,294.801422193977,14.7136307068233
1909500675,297.153057012386,10.5185882201823
250114915,356.256209235744,-5.15995060423421
327854267,357.729090907308,-86.2165747265582
27965478,358.629196680809,-21.5786653746512
410271080,358.933162616531,-82.5980948359292
76924218,352.287121747516,-31.8253709342464
2054695644,357.015802284438,-74.1750070775653
410270358,359.080915341371,-80.3571901412446
204322201,346.523641805525,-19.4292196918338
301130354,349.108756463574,-4.04822942746915
398619088,356.731992935224,-2.53706103638981
301130514,349.041847580826,-3.28556091338961
398618556,356.546107870867,0.0721617200272264
204322275,346.552241898602,-19.8381454564059
301081241,348.933418288899,-0.919847832419159
89547055,358.221035788129,-19.415510298481
248602473,358.026189627583,-0.334722999187695
144381362,172.947598763431,35.9036490293974
144381755,173.110146860947,34.6914712807024
398586622,356.538568470487,-3.11784395541162
398586807,356.622092222081,-2.13143369046614
398618302,356.608173749051,-1.21071198341455
398618479,356.538037598752,-0.348908461617951
398618608,356.710764665603,-0.262841804052191
398618795,356.723692980654,-1.22024025557811
398618796,356.722862275278,-1.22222061014156
398619064,356.666188791345,-2.42139443725794
398619305,356.678445136957,-3.57658855235641
398619355,356.750787711228,-3.8097860688671
214663808,349.76338195631,-17.3547012295873
332517210,350.933257761188,-27.7631818908067
144381746,356.835259842119,-47.2369431589705
410271081,358.94012415559,-82.5982669436721
321153765,347.049314909586,-86.3443491776637
204322696,346.538210039794,-22.0050728002289
260841199,349.239601739391,-70.767970124118
204322955,346.600355518498,-23.3458021864997
301082296,348.92514809455,-5.59045717942959
234996543,350.697700410943,-63.8664269304849
332517077,350.9313324907,-26.9928790951097
402339360,354.048651761191,-17.625642516298
76924171,352.209865457411,-32.054467115793
76924867,352.38116553223,-31.2498299203093
144378447,356.783589059767,-43.9823962514333
321153573,347.333736211884,-85.8463924212425
175391698,348.965040059229,-37.5585273239719
214663794,349.782897480015,-17.4384796939178
214663806,349.742709049786,-17.3643540955011
214663807,349.761888858291,-17.3553962002659
214663833,349.826912996698,-17.2071983347113
214664015,349.82880843818,-16.1864008000584
204322477,346.531303168711,-20.9515960763717
260840773,349.013791649873,-71.5247694570995
260841126,349.445854874535,-71.0510826653789
260841174,349.446791435762,-70.8752517122208
204323023,346.579383201172,-23.7357623909445
204323244,346.617829021781,-22.963656730306
204323289,346.627449483441,-22.744984274607
204323417,346.732938458063,-22.1445497363643
204323475,346.709195888807,-21.8404700978543
204323713,346.672178228784,-20.6392679004343
204323858,346.643962529681,-19.9461702615824
301082429,349.017936423933,-5.66762815638732
301130252,349.02924777916,-4.46360393516453
301130266,349.074628361783,-4.39736900469965
301130614,349.029919506149,-2.86994116170731
169746813,350.930589439476,-15.8879867528219
355369072,349.550726635214,-48.5806185382412
355369077,349.483004329979,-48.6050253143613
234996522,350.493783955736,-63.9582893893522
139321053,348.262147356108,-42.9208834960842
139321208,348.263984379355,-42.2253241779941
139321462,348.43056157787,-42.6137787709426
139321765,348.426447127709,-43.8132414100981
139321817,348.440934305584,-44.0189770175996
234996706,350.611826649347,-63.3349335164067
234997148,350.671769620716,-61.5486823963185
188628241,350.362137122094,-12.5221383803192
188628313,350.379485288875,-12.1806407338579
139322400,348.405324048648,-46.7194775721933
139322436,348.446958646387,-46.8475437272459
139322491,348.453035280598,-47.0778419348214
139322548,348.408396425586,-47.2951974784744
332508886,350.770092453181,-26.309869666589
332508974,350.78123251446,-25.9207841707174
332509046,350.71736327625,-25.5305930169309
332509355,350.713664227468,-24.0792098853952
332509560,350.95866652121,-24.8587869828656
410154898,352.816492984145,-70.4741251471249
410155200,353.042917187859,-69.4482420206624
410155823,352.894334872406,-67.3899099122475
332509733,350.864799490458,-25.7129411488874
332509736,350.920613765735,-25.728368657949
332517040,350.903863549605,-26.7606306343554
332517282,350.878070621276,-28.1206107082628
316807462,355.51308262705,-30.681873595017
316807590,355.434209565776,-29.9399256677732
62439877,352.029515333052,-15.6778746220159
62440169,352.033024783674,-13.971557531744
62440263,352.047884819479,-13.3401729285591
76923850,352.279363608659,-33.7437609443827
350190121,354.893154920689,-64.3339362050488
350190605,354.920113611631,-62.5155464967168
76924103,352.169432188599,-32.3865129341194
76924263,352.249860181873,-31.641101484824
76924286,352.258623954233,-31.5373290551133
76924459,352.184363069567,-30.7645965911326
