ID,ra,dec
76924851,352.304349423478,-31.1503424815973
402339482,353.998726475888,-17.0048744851916
76924954,352.432885105559,-31.6985024921807
76924988,352.416273430861,-31.9438269834225
76924989,352.414085057491,-31.9446240771399
76925128,352.392599740759,-32.6541190211432
76925141,352.315917820681,-32.6891875594456
76925175,352.410339388013,-32.8603052488511
89546611,358.17064513334,-21.869527987482
89546797,358.215672908956,-20.7827807385363
89546836,358.195091494591,-20.5960283990138
89546969,358.113024267306,-20.0063626585865
89546981,358.144150740167,-19.9055775988578
89547322,358.233283447676,-18.0325618544788
89547382,358.240726173415,-18.3339973900279
144377016,356.653819535665,-47.5674938041298
144377418,356.589177848339,-45.4397205531077
144377712,356.691935628954,-43.9271896178864
144377763,356.71790792038,-43.6567280232334
144377897,356.700416921331,-42.9115907325186
248601936,358.043077781197,-2.7937221221522
248601999,357.97765930585,-2.48930528906654
248602152,358.089275247143,-1.80614977065915
248602160,358.035277685343,-1.78557613244266
144378152,356.860529441252,-42.2321228360131
144378370,356.880243692453,-43.5085542885444
144378525,356.874548121473,-44.3048800875743
144378689,356.834360582358,-45.0764272756573
144381480,173.051739054479,35.5713791687358
144381748,356.836287175293,-47.2385231852338
398586888,356.573205442545,-1.74832832191064
398618392,356.559089499909,-0.769059246224728
398618711,356.728100137475,-0.843780908411044
398618929,356.69103069532,-1.8509516959282
398619749,356.653322049989,-5.65882578783418
398619818,356.848769607091,-5.79451793485872
398619852,356.819784164552,-5.6110166927427
410270495,359.168707597298,-80.7461464500669
267082323,359.688272179306,-68.7920085556491
2055562483,355.543854659091,-47.9125219048866
2051813527,358.964976023131,-29.2165847726917
248052515,346.105868304805,-4.70237029495987
407994915,359.085044868576,-4.49208693492747
250105611,355.263696856589,-0.0626927025713107
250321251,340.281197088726,-3.29129338926292
248051294,346.025577181168,-1.10699979535351
248051440,346.086359531805,-1.89747561888098
248052219,346.066759573322,-5.79019322356329
248052253,346.025259052955,-5.97914941512533
248052556,346.133968146049,-4.51624767385972
248052771,346.099160228058,-3.43042748056729
9030304,355.731698693157,-8.57478073072548
250105931,355.392082354288,-1.23918218267738
250106027,355.412063151776,-1.64748301261805
250106136,355.410843719768,-2.12788835433051
9063182,356.45150561339,-10.1964447057283
9063215,356.465790683649,-10.0451203301145
9063438,356.372726002088,-8.9675209170328
9063819,356.427091815231,-7.04518206253482
9063866,356.4742320622,-6.7695928375593
9063887,356.366506875597,-6.62388350291257
9065954,356.582511193933,-9.62027084775319
407968933,359.02669824289,-4.63988335120538
407969050,358.972214204293,-4.05176341363017
407969461,359.057891280448,-1.83795897487631
407969575,358.956589677401,-1.40555245741003
407969656,359.034277736668,-1.01598901219386
407969744,358.983095922493,-0.557291658043096
407970007,359.071618721006,-0.501569196515109
407970068,359.163758302115,-0.808597872757893
407970181,359.104858283373,-1.28792685716409
407970287,359.180027314026,-1.92546560437669
407994618,359.176644988564,-3.10500036613604
407994999,359.117847955033,-4.88607543848884
270185453,349.275121718937,-13.8478645646065
175411370,350.238625018164,-39.5261427482091
175411371,350.237721389951,-39.5275389261832
304098772,352.541242172343,-26.8767304637267
201228436,358.713471978102,-53.9106414779612
9065215,222.546361211324,32.3046908595274
231708319,339.820951883582,-57.2182562051827
9101319,350.662489320808,-20.8767161326057
425863845,352.057437166707,-47.4489962817805
355425024,350.367223068384,-49.9719614101715
407994832,359.181055057437,-4.06513585713034
410212809,354.762254533159,-70.086402769688
304098160,352.539550590697,-26.8774927717558
13097190,348.944338347896,-28.6881385161944
425863941,352.009861102427,-46.9233217387519
425864097,352.085385255594,-46.103735988588
304098035,352.50258417362,-28.9000114165988
250319432,340.251904463171,-2.57664765000247
231708007,339.774155579425,-55.8851289662047
237334043,347.05674439925,-64.3269292980605
248051069,346.071504100189,-0.12179352356849
248051892,346.038932175329,-4.11647649739315
248051937,345.98917260897,-4.35905746597843
248052489,346.129721083651,-4.82382246425151
355367067,349.287172570992,-51.6721367275133
355367071,349.274356327015,-51.6964084556002
9101218,350.603684327519,-21.3305749745797
175411147,350.237978834241,-38.3267919914933
13097112,348.854840653717,-28.3514551797894
38315142,348.665598640695,-5.63718134047766
38315198,348.675596893625,-5.36537649169239
38315300,348.742052319513,-4.79469888386179
38315305,348.748278879968,-4.76529052213123
175411378,350.157120931658,-39.5589809180783
218985169,350.57180572529,-34.6549148525047
355403447,350.072449578564,-53.638281730581
355403637,350.182950634823,-52.7456699054037
355403690,350.128865365828,-52.5223734552384
355403691,350.103108060519,-52.5223173544735
355404002,350.127468560182,-51.1945373285154
355404080,350.187309901196,-50.8663448655578
355404174,350.111453344354,-50.4535193799146
425863880,352.098629665583,-47.3035290504874
425864141,352.085597470875,-45.9170314729801
425864187,352.083872192034,-45.7274612336705
355424297,350.143338047823,-49.3062713267788
355424409,350.08697732301,-48.8068501186039
277940598,355.389713025376,-72.4529288104882
277940636,355.204880439609,-72.3447747077349
277940685,355.575839646361,-72.1519284656042
9030512,355.676199156778,-7.73810358838135
316834121,355.64871491817,-31.9193207313529
316834210,355.53647981117,-32.5604432252715
250105820,355.31171249034,-0.694633585160089
206284699,352.87913188843,-48.9928210160382
410212351,354.728355494436,-71.669624003614
410212485,354.63832308491,-71.2199498810368
410212740,354.722065040285,-70.3137988748074
224223697,352.919319831646,-36.6673471675729
224223859,352.814086450783,-37.4276306738953
304097330,352.683035340059,-24.7481417781628
304098027,352.645419690516,-29.0363085789028
304098101,352.564200601227,-27.7955264053061
304098209,352.579505179286,-26.0813923714504
304098222,352.663329329543,-25.9092303719568
304098326,352.583576085902,-24.1174581282604
304098343,352.490958731264,-23.9480134550414
304098636,352.444055110945,-25.4620907717876
9062757,356.255717234403,-11.5031810665606
9062778,356.264078485305,-11.5879459558444
9062913,356.449252011188,-11.645688722196
1884524549,298.314466538743,74.9969739107451
1909982358,296.864685534746,11.1079859034647
1881420430,298.795163258864,45.8741024186399
1895230014,299.689351333605,1.63573399633671
1880314187,299.933537627925,44.4827832708193
1877586523,299.767902922199,34.6050230153192
1946389647,302.223849664185,21.0847359897112
1879789005,298.691749393624,40.165028153166
201227671,358.658265220287,-49.7322191200779
201227741,358.574092807919,-50.0788170753706
201227808,358.532600218908,-50.456683580871
201227954,358.682944433935,-51.3226125150686
201227957,358.646668588457,-51.3429404387768
9063235,356.394770594886,-9.97041499746895
9063655,356.406817081669,-7.89825572964566
9063914,356.426542406325,-6.49366387353767
9063978,356.456887603533,-6.17574515294191
9065195,356.481634428859,-7.93297074124142
9065197,356.479769135619,-7.93551263587842
350272526,356.416294089309,-61.0946048633086
350272832,356.652352388622,-59.887136381867
350272949,356.631891391796,-60.4259505173226
350273067,356.564044347053,-60.850054172511
350273106,356.710451055873,-60.9620851074072
402110571,358.569404503298,-72.550956897242
402110663,358.553473987208,-72.2722866764878
350273316,356.644814539505,-61.8446590842235
350273617,356.703674112429,-62.974216547002
350274006,356.709494962703,-64.3578674903071
407970042,359.14730486833,-0.68047776371999
407994686,359.112083528358,-3.40871519207275
407994859,359.101368644147,-4.20894182227853
407994939,359.096351398516,-4.59145197108529
407995281,359.639596808771,-5.56748284977161
407995283,359.640926681347,-5.56440327863792
407995294,359.580704188508,-5.5069649729099
144300898,354.296227385595,-42.7968637613084
144301005,354.396889546034,-42.2034635187236
144301082,354.51342097217,-41.9803822027979
144301183,354.584666695976,-42.5048009903534
144301267,354.451335389379,-42.9413832701583
144301320,354.47226753294,-43.2149586168973
66473314,355.754877549776,-19.4956733051475
277940779,355.679883480239,-71.924933989598
4495848,347.152399472925,-10.0875971069877
4495849,347.151253601937,-10.0873325463443
204390135,348.569285256544,-19.6442818780387
204390137,348.568587281363,-19.6461835092042
4496348,347.224781621631,-8.12291549717904
4496269,347.206647368517,-8.39837950178528
4496367,347.198020126718,-8.04177319197233
4496738,347.158351479204,-6.41447094814961
4496994,347.341072221701,-6.58374136287691
9008211,349.503250835639,-19.5885419563969
248037933,345.647974864318,-5.45014647492047
49619377,350.450582970085,-9.79914313298401
49619549,350.398837986542,-10.5823804274931
9030744,355.667024616883,-6.58975707822696
9031014,355.836105724822,-6.53103811806331
9727423,358.537303518262,-11.0019744403816
9164245,351.885791896368,-19.8257793340058
293369282,357.207475899962,-0.0007975160427346
111226436,345.146219516703,-15.2293442049786
139188407,344.981308496157,-46.0927686062937
139188409,344.982272632915,-46.0920089866066
9007748,349.250925223648,-23.3962979292627
13065999,347.7029981036,-29.1463564076833
188599670,345.761936594722,-12.1893409154108
155777872,347.322540084987,-31.9069804841866
260796681,347.907290888339,-68.2151333819861
267021597,350.424687097825,-55.6498450878105
267021599,350.422945620325,-55.6496358781927
9030791,355.669246659103,-6.37405723309559
9030792,355.669760447198,-6.37314297667533
66473945,355.891148754035,-19.4673380529956
355476541,351.764469468983,-52.7909667553409
273606874,358.112724687424,-75.3922464009812
13066030,347.762715718864,-29.0099795548729
144330275,355.659959758618,-44.6182886244179
9008081,349.539729039019,-18.9335064529562
147115113,321.742286442701,-47.9266133501376
260822318,348.434909403584,-66.8454630695409
175404369,349.730837794949,-38.7692600009543
5654124,346.797432356542,-13.5318310027589
218979108,349.778094845361,-30.987172344425
5655186,346.942898015109,-15.2916770730538
393963462,352.519028563367,-37.1827929250147
77029632,353.931060763787,-31.6142780911061
219339932,354.793886084367,-54.5879829053145
316968828,356.937061606791,-54.3282729044735
13066269,347.712544079305,-27.8473632152724
188599501,345.828639998236,-12.8427623404313
5653790,346.84765610778,-15.1367295905539
393963174,352.3767278482,-36.0833028305685
425885277,359.959290985086,-58.5561286691236
325489976,357.86918487385,-78.1803864014634
114794403,359.484430456732,-18.2710602662127
267080594,359.346953337584,-69.5452940256194
301511495,321.894319777151,-29.1323445950015
301511551,321.838958842858,-25.7727707935619
301511775,321.763040911642,-24.9177916814348
326394972,319.997362692421,-27.7328708271613
326395105,319.971130067657,-27.3571723651886
326395888,319.96386905322,-25.4050467468839
4495784,347.222624473793,-10.3501694605486
204390313,348.558002735303,-20.4677177247275
204390350,348.557831093284,-20.6793812406374
204390545,348.5959783625,-21.7417938882207
204390552,348.639496857489,-21.7522832416906
204390598,348.610976611056,-21.9655964713495
204390601,348.535399263125,-21.9818761016568
204390602,348.537757151424,-21.9822519204899
111225928,345.209581272229,-17.4965550906736
111226044,345.144431266786,-16.927080876771
111226046,345.143750937019,-16.9248063885121
111226313,345.166453141525,-15.8189639764733
4496286,347.2133643996,-8.33283703488967
4496421,347.227063190717,-7.79452129859463
4496501,347.165285359217,-7.46706142477224
4496508,347.158203884851,-7.43634518766639
4496621,347.183141633871,-6.91739755410356
4497024,347.309979188507,-6.69256193451714
111226721,345.24344868235,-13.9409553361711
111226729,345.179198131556,-13.8913621763067
111226831,345.250596124512,-13.3859184077944
111227057,345.20317572811,-12.2082682354707
111227092,345.207429369948,-12.0483888047764
111227103,345.237513138213,-11.9919564454611
139188354,345.10693901583,-46.3432046752917
139188533,345.076538143646,-45.528506874275
139188659,345.0245041712,-44.8727524540177
139188718,345.035636698671,-44.6176351818426
13066017,347.778344393883,-29.0488263116563
13066164,347.72233492867,-28.4156346812308
13066415,347.725728693225,-27.0026362514799
13066825,347.726480153739,-25.0435115447727
188599208,345.865026323358,-14.0942908864516
1938421512,303.828257843491,10.4845920716307
1950203202,304.600884805697,27.4606507626929
1947719124,305.088940465136,23.8448640237571
1950649933,304.578119026102,29.055462583984
1936546943,307.148217101504,9.42517746483491
1939263168,306.756587095996,13.6862347641509
1955462157,305.631462121895,29.6232387123976
1959205815,313.51856811506,35.1343008528554
188617634,345.92878460355,-12.2211975727113
188617781,345.942127079444,-12.7911892300226
260822958,348.422185123141,-69.0233196616616
260822960,348.432261297945,-69.0272149384778
9008088,349.437074119746,-18.9649326461024
9008397,349.467117010532,-20.4750434678214
188618395,345.984083081052,-15.4784191006955
188618428,345.871719559634,-15.6154009921766
175413521,350.401951564944,-37.6213878907663
13067091,347.763259356891,-23.9992656907651
